,Address,Latitude,Longitude
122,4 AVENUE VORGES - 94300 VINCENNES,48.848257752729346,2.4398928993862348
123,AVENUE DES MURS DU PARC - 94300 VINCENNES,48.84696126017499,2.4522373965960877
124,139 RUE DE LA JARRY - 94300 VINCENNES,48.84974495697686,2.451960306308826
125,PARC DU STATIONNEMENT / GARE RER - 94340 JOINVILLE-LE-PONT,48.81995410122803,2.464025504702534
126,PLACE MONTGOLFIER - 94410 SAINT MAURICE,48.81505000619745,2.459239414806482
127,MAIL MENDES FRANCE ANGLE BOULEVARD DE L'OISE - 95490 VAUREAL,49.02383659283196,2.022595485830616
128,AVENUE DU BON TEMPS ANGLE AVENUE DU HAZAY - 95000 CERGY,49.052297452151954,2.023269784527142
129,RUE DES CHÊNES D'OR ANGLE BOULEVARD DU PORT - 95000 CERGY,49.03776157705156,2.073068398053464
130,BOULEVARD DE L'OISE / RUE DE LA GARE - 95000 CERGY,49.03536206011997,2.081226367153945
131,MAIL MENDES FRANCE ANGLE AVENUE DE LA REVOLUTION FRANCAISE - 95490 VAUREAL,49.02316259562512,2.029486291213221
132,Avenue de la France Libre,48.777352447217474,2.4553784317551814
133,ALLEE FERNAND POUILLON,48.766037564221975,2.471314855226071
134,Avenue du Général de Gaulle,48.78811078081142,2.446248652158302
135,186 RUE SAINT HONORE - 75001 PARIS,48.86243023476396,2.338520131151779
136,2 RUE DE L'ORATOIRE - 75001 PARIS,48.8613894682984,2.340055232817477
137,2 RUE D'ALGER - 75001 PARIS,48.86479366612618,2.329431421945852
138,14 RUE BACHAUMONT - 75002 PARIS,48.86606715008681,2.345463652702569
139,189 RUE SAINT DENIS - 75002 PARIS,48.866145746528616,2.3508445952878265
140,83 ALLEE PIERRE LAZAREF - 75002 PARIS,48.866973714239656,2.3486324654447
141,4 RUE DE CLERY - 75002 PARIS,48.86746744146412,2.344526615114217
142,26 RUE SAINT GILLES - 75003 PARIS,48.85815895677863,2.364714992099186
143,FACE 27 RUE QUINCAMPOIX - 75004 PARIS,48.860088326104815,2.350148335920203
144,27 BOULEVARD BEAUMARCHAIS - 75004 PARIS,48.855501357701705,2.3684290699290447
145,PLACE LOUIS LEPINE - 75004 PARIS,48.85525336084426,2.347356447642631
146,1 RUE SAINT BON - 75004 PARIS,48.85799964331493,2.350217280976349
147,17 BOULEVARD DU MORLAND - 75004 PARIS,48.849960035277526,2.363239868721318
148,50 RUE VIEILLE DU TEMPLE - 75004 PARIS,48.85851071299225,2.3586335791174693
149,20 RUE SOMMERARD - 75005 PARIS,48.85031043292447,2.345015835298588
150,20 RUE MONGE - 75005 PARIS,48.848385764716724,2.350169939020645
151,9 RUE DE DANTE - 75005 PARIS,48.850977229793614,2.346076825913541
152,9 RUE LE GOFF - 75005 PARIS,48.84623928170343,2.341324916011569
153,8 RUE JEAN CALVIN - 75005 PARIS,48.84163270861767,2.348552018116996
154,12 RUE DE L'EPEE DE BOIS - 75005 PARIS,48.84150763739007,2.349983047029793
155,42 RUE SAINT SEVERIN - 75005 PARIS,48.85270564770514,2.3441377632456706
156,39 RUE DES ECOLES - 75005 PARIS,48.848919007908286,2.3472013295204763
157,22 RUE CUJAS - 75005 PARIS,48.848191348584315,2.34183165485398
158,27 RUE LACEPEDE - 75005 PARIS,48.84386035324878,2.3519022252803903
159,16 RUE DE MEZIERES - 75006 PARIS,48.8502970102176,2.3304468202772517
160,1 RUE JACQUES CALLOT - 75006 PARIS,48.85525468775053,2.337539334060287
161,15 RUE DU VIEUX COLOMBIER - 75006 PARIS,48.851647848142655,2.33081707438869
162,17 RUE LOBINEAU - 75006 PARIS,48.85165969291236,2.3355046650098266
163,62 RUE DE LILLE - 75007 PARIS,48.85971010443503,2.325809024625026
164,7 CITE VANEAU - 75007 PARIS,48.854268334051035,2.319454010061415
165,35 BOULEVARD DES INVALIDES - 75007 PARIS,48.85167822904787,2.3146338406278337
166,QUAI D'ORSAY - PORT DU GROS CAILLOU - 75007 PARIS,48.86288,2.30652
167,10 RUE DE VILLERSEXEL - 75007 PARIS,48.858318646903754,2.323838437789417
168,2 AVENUE OCTAVE CREARD - 75007 PARIS,48.856502977695634,2.2931787543288777
169,FACE 3 RUE DU CHAMP DE MARS - 75007 PARIS,48.85664110011817,2.3065985341118234
170,74 BOULEVARD DES BATIGNOLLES - 75008 PARIS,48.8821489456319,2.319860054774211
171,10 AVENUE BERTHIER ALBRECHT - 75008 PARIS,48.876140398263885,2.3013031383076012
172,87 BD COURCELLES - 75008 PARIS,48.878188876418534,2.299296003861458
173,2 AVENUE MESSINE - 75008 PARIS,48.87545720024482,2.315465494584916
174,45 AVENUE MARCEAU - 75008 PARIS,48.868851708234864,2.2985140488035767
175,1 RUE DU CDT RIVIERE - 75008 PARIS,48.872787680846464,2.309722588932229
176,2 RUE BALZAC - 75008 PARIS,48.872882990974425,2.299972932642669
177,4 RUE ROQUEPINE - 75008 PARIS,48.87348616934985,2.3202812342106287
178,6 RUE DU COLISEE - 75008 PARIS,48.870481938552295,2.307662540152187
179,18 PLACE HENRI BERGSON - 75008 PARIS,48.876201162155006,2.3197939239725485
180,116 RUE DE LA BOETIE - 75008 PARIS,48.871512741519155,2.307487564419454
181,03 RUE DE NAPLES - 75008 PARIS,48.87995716383757,2.321359676280949
182,27 AVENUE MATIGNON - 75008 PARIS,48.87147642130096,2.313885419949291
183,FACE 3 AVENUE MONTAIGNE - 75008 PARIS,48.86492098253841,2.3025491823859254
184,34 RUE CONDORCET - 75009 PARIS,48.879831225110216,2.3453963389863683
185,25 RUE DE ROCHECHOUART - 75009 PARIS,48.87789001497427,2.344785602987212
186,3 RUE BOUDREAU - 75009 PARIS,48.87219025140096,2.3294234940009035
187,24 RUE DE DOUAI - 75009 PARIS,48.88235325984544,2.3332633727481746
188,1/3 RUE DE ROCHECHOUART - 75009 PARIS,48.876719895109,2.3443930218539513
189,01 RUE DE PARME - 75009 PARIS,48.88126642422664,2.3281970934505707
190,28 RUE DE LA VICTOIRE - 75009 PARIS,48.87514373494672,2.338118505144376
191,05 RUE DUPERRE - 75009 PARIS,48.882070227034376,2.3366796314442415
192,46 RUE LUCIE SAMPAIX - 75010 PARIS,48.874112916506824,2.362498528696257
193,2 RUE DU BUISSON SAINT LOUIS - 75010 PARIS,48.87182588992616,2.372203224856393
194,100 QUAI DE JEMMAPES - 75010 PARIS,48.873462798708175,2.364035059250436
195,5 RUE DES PETITES ECURIES - 75010 PARIS,48.8729397678371,2.3540344842830803
196,FACE 50 RUE RENE BOULANGER - 75010 PARIS,48.86849994171272,2.3599700496072833
197,FACE 129 RUE DU FBG SAINT MARTIN - 75010 PARIS,48.875670112481366,2.3595099375923216
198,2 RUE DE CHATEAU LANDON - 75010 PARIS,48.88387986981542,2.360080356961043
199,FACE 124 RUE DU FAUBOURG SAINT DENIS - 75010 PARIS,48.87686690577979,2.3561190829918184
200,27 RUE THERESE - 75001 PARIS,48.86648351450895,2.334433421223788
201,6 RUE FRANCAISE - 75001 PARIS,48.864065046949904,2.3475979127164646
202,14 RUE DU PONT NEUF - 75001 PARIS,48.86024519453262,2.344333545273837
203,237 RUE SAINT HONORE - 75001 PARIS,48.86669800847354,2.328288185716643
204,3 RUE DE LA COSSONNERIE - 75001 PARIS,48.86126206976475,2.349399999750171
205,5 RUE DE L'ECHELLE - 75001 PARIS,48.863672255365756,2.33405760804708
